id,coming_time,priority,cpu_cores,cpu,ram,bandwidth,storage,length,kind
186,144,0,2,0.03125,0.009323,0,0.0001545,41,0
187,144,0,2,0.03125,0.009323,0,0.0001545,37,0
188,145,0,2,0.03125,0.009323,0,0.0001545,37,0
189,146,0,2,0.03125,0.009323,0,0.0001545,57,0
190,147,0,2,0.03125,0.009323,0,0.0001545,52,0
191,147,0,2,0.03125,0.009323,0,0.0001545,40,0
192,148,0,2,0.03125,0.009323,0,0.0001545,34,0
193,148,0,2,0.03125,0.009323,0,0.0001545,34,0
194,148,0,2,0.03125,0.009323,0,0.0001545,42,0
195,149,0,2,0.03125,0.009323,0,0.0001545,38,0
196,150,0,2,0.03125,0.009323,0,0.0001545,42,0
197,150,0,2,0.03125,0.009323,0,0.0001545,36,0
198,150,0,2,0.03125,0.009323,0,0.0001545,35,0
199,151,0,2,0.03125,0.009323,0,0.0001545,42,0
200,151,0,2,0.03125,0.009323,0,0.0001545,50,0
201,152,0,2,0.03125,0.009323,0,0.0001545,35,0
202,152,0,2,0.03125,0.009323,0,0.0001545,40,0
203,152,0,2,0.03125,0.009323,0,0.0001545,42,0
204,152,0,2,0.03125,0.009323,0,0.0001545,36,0
205,154,0,2,0.03125,0.009323,0,0.0001545,36,0
206,154,0,2,0.03125,0.009323,0,0.0001545,38,0
207,156,0,2,0.03125,0.009323,0,0.0001545,39,0
208,156,0,2,0.03125,0.009323,0,0.0001545,44,0
209,156,0,2,0.03125,0.009323,0,0.0001545,39,0
210,157,0,2,0.03125,0.009323,0,0.0001545,37,0
211,158,0,2,0.03125,0.009323,0,0.0001545,34,0
212,159,0,2,0.03125,0.009323,0,0.0001545,36,0
213,162,0,2,0.03125,0.009323,0,0.0001545,42,0
214,162,0,2,0.03125,0.009323,0,0.0001545,39,0
215,163,0,2,0.03125,0.009323,0,0.0001545,42,0
216,163,0,2,0.03125,0.009323,0,0.0001545,39,0
217,164,0,2,0.03125,0.009323,0,0.0001545,36,0
218,165,0,2,0.03125,0.009323,0,0.0001545,34,0
219,165,0,2,0.03125,0.009323,0,0.0001545,60,0
220,167,0,2,0.03125,0.009323,0,0.0001545,42,0
221,167,0,2,0.03125,0.009323,0,0.0001545,40,0
222,167,0,2,0.03125,0.009323,0,0.0001545,40,0
223,167,0,2,0.03125,0.009323,0,0.0001545,39,0
224,168,0,2,0.03125,0.009323,0,0.0001545,40,0
225,169,0,2,0.03125,0.009323,0,0.0001545,36,0
226,170,0,2,0.03125,0.009323,0,0.0001545,39,0
227,170,0,2,0.03125,0.009323,0,0.0001545,35,0
228,170,0,2,0.03125,0.009323,0,0.0001545,35,0
229,171,0,2,0.03125,0.009323,0,0.0001545,42,0
230,172,0,2,0.03125,0.009323,0,0.0001545,36,0
231,172,0,2,0.03125,0.009323,0,0.0001545,39,0
232,174,0,2,0.03125,0.009323,0,0.0001545,38,0
233,175,0,2,0.03125,0.009323,0,0.0001545,39,0
234,180,0,2,0.03125,0.0031089999999999,0,1.0489999999999998e-05,77,0
235,180,1,2,0.04688,0.0636,0,3.815e-05,106,0
236,181,1,2,0.0625,0.0318,0,3.815e-05,64,0
237,182,0,2,0.02499,0.02545,0,0.0003862,65,0
238,182,0,2,0.02499,0.02545,0,0.0003862,119,0
239,185,0,2,0.02499,0.02545,0,0.0003862,21,0
240,185,0,2,0.02499,0.02545,0,0.0003862,106,0
241,187,0,2,0.02499,0.02545,0,0.0003862,36,0
242,187,0,2,0.02499,0.02545,0,0.0003862,35,0
243,187,0,2,0.02499,0.02545,0,0.0003862,28,0
244,190,0,2,0.02499,0.02545,0,0.0003862,106,0
245,190,0,2,0.02499,0.02545,0,0.0003862,46,0
246,190,0,2,0.02499,0.02545,0,0.0003862,47,0
247,190,0,2,0.02499,0.02545,0,0.0003862,50,0
248,191,0,2,0.02499,0.02545,0,0.0003862,46,0
249,191,0,2,0.02499,0.02545,0,0.0003862,47,0
250,191,0,2,0.02499,0.02545,0,0.0003862,44,0
251,191,0,2,0.02499,0.02545,0,0.0003862,21,0
252,193,0,2,0.02499,0.02545,0,0.0003862,35,0
253,194,0,2,0.02499,0.02545,0,0.0003862,48,0
254,194,0,2,0.02499,0.02545,0,0.0003862,74,0
255,195,0,2,0.02499,0.02545,0,0.0003862,105,0
256,198,0,2,0.02499,0.02545,0,0.0003862,113,0
257,198,0,2,0.02499,0.02545,0,0.0003862,24,0
258,199,0,2,0.02499,0.02545,0,0.0003862,20,0
259,199,0,2,0.02499,0.02545,0,0.0003862,36,0
260,200,0,2,0.02499,0.02545,0,0.0003862,71,0
261,201,0,2,0.02499,0.02545,0,0.0003862,112,0
262,202,0,2,0.02499,0.02545,0,0.0003862,37,0
263,202,0,2,0.02499,0.02545,0,0.0003862,142,0
264,205,0,2,0.02499,0.02545,0,0.0003862,39,0
265,207,0,2,0.02499,0.02545,0,0.0003862,24,0
266,208,0,2,0.02499,0.02545,0,0.0003862,116,0
267,209,0,2,0.02499,0.02545,0,0.0003862,30,0
268,210,0,2,0.02499,0.02545,0,0.0003862,38,0
269,210,0,2,0.02499,0.02545,0,0.0003862,87,0
270,210,0,2,0.02499,0.02545,0,0.0003862,30,0
271,210,0,2,0.02499,0.02545,0,0.0003862,45,0
272,211,0,2,0.02499,0.02545,0,0.0003862,97,0
273,211,0,2,0.02499,0.02545,0,0.0003862,30,0
274,211,0,2,0.02499,0.02545,0,0.0003862,25,0
275,211,0,2,0.02499,0.02545,0,0.0003862,38,0
276,211,0,2,0.02499,0.02545,0,0.0003862,107,0
277,212,0,2,0.02499,0.02545,0,0.0003862,30,0
278,212,0,2,0.02499,0.02545,0,0.0003862,28,0
279,212,0,2,0.02499,0.02545,0,0.0003862,107,0
280,212,0,2,0.02499,0.02545,0,0.0003862,104,0
281,213,0,2,0.02499,0.02545,0,0.0003862,111,0
282,213,0,2,0.02499,0.02545,0,0.0003862,45,0
283,213,0,2,0.02499,0.02545,0,0.0003862,96,0
284,214,0,2,0.02499,0.02545,0,0.0003862,43,0
285,215,0,2,0.02499,0.02545,0,0.0003862,44,0
286,216,0,2,0.02499,0.02545,0,0.0003862,18,0
287,217,0,2,0.02499,0.02545,0,0.0003862,30,0
288,217,0,2,0.02499,0.02545,0,0.0003862,103,0
289,218,0,2,0.02499,0.02545,0,0.0003862,32,0
290,218,0,2,0.02499,0.02545,0,0.0003862,103,0
291,219,0,2,0.02499,0.02545,0,0.0003862,49,0
292,219,0,2,0.02499,0.02545,0,0.0003862,104,0
293,220,0,2,0.02499,0.02545,0,0.0003862,103,0
294,221,0,2,0.02499,0.02545,0,0.0003862,110,0
295,221,0,2,0.02499,0.02545,0,0.0003862,48,0
296,222,0,2,0.02499,0.02545,0,0.0003862,50,0
297,224,0,2,0.02499,0.02545,0,0.0003862,95,0
298,224,0,2,0.02499,0.02545,0,0.0003862,22,0
299,226,0,2,0.02499,0.02545,0,0.0003862,32,0
300,227,0,2,0.02499,0.02545,0,0.0003862,107,0
301,227,0,2,0.02499,0.02545,0,0.0003862,149,0
302,229,0,2,0.02499,0.02545,0,0.0003862,40,0
303,230,0,2,0.02499,0.02545,0,0.0003862,17,0
304,232,0,2,0.02499,0.02545,0,0.0003862,47,0
305,233,0,2,0.02499,0.02545,0,0.0003862,33,0
306,233,0,2,0.02499,0.02545,0,0.0003862,100,0
307,233,0,2,0.02499,0.02545,0,0.0003862,40,0
308,233,0,2,0.02499,0.02545,0,0.0003862,38,0
309,234,0,2,0.02499,0.02545,0,0.0003862,108,0
310,234,0,2,0.02499,0.02545,0,0.0003862,101,0
311,234,0,2,0.02499,0.02545,0,0.0003862,102,0
312,235,0,2,0.02499,0.02545,0,0.0003862,44,0
313,236,0,2,0.02499,0.02545,0,0.0003862,111,0
314,237,0,2,0.02499,0.02545,0,0.0003862,22,0
315,237,0,2,0.02499,0.02545,0,0.0003862,21,0
316,237,0,2,0.02499,0.02545,0,0.0003862,103,0
317,237,0,2,0.02499,0.02545,0,0.0003862,98,0
318,238,0,2,0.02499,0.02545,0,0.0003862,18,0
319,238,0,2,0.02499,0.02545,0,0.0003862,28,0
320,240,0,2,0.02499,0.02545,0,0.0003862,20,0
321,240,0,2,0.02499,0.02545,0,0.0003862,106,0
322,241,0,2,0.02499,0.02545,0,0.0003862,21,0
323,242,0,2,0.02499,0.02545,0,0.0003862,76,0
324,242,0,2,0.02499,0.02545,0,0.0003862,143,0
325,243,0,2,0.02499,0.02545,0,0.0003862,21,0
326,244,0,2,0.02499,0.02545,0,0.0003862,131,0
327,245,0,2,0.02499,0.02545,0,0.0003862,17,0
328,246,0,2,0.02499,0.02545,0,0.0003862,104,0
329,247,0,2,0.02499,0.02545,0,0.0003862,105,0
330,249,0,2,0.02499,0.02545,0,0.0003862,110,0
331,250,0,2,0.02499,0.02545,0,0.0003862,21,0
332,250,0,2,0.02499,0.02545,0,0.0003862,102,0
333,252,0,2,0.02499,0.02545,0,0.0003862,97,0
334,252,0,2,0.02499,0.02545,0,0.0003862,45,0
335,252,0,2,0.02499,0.02545,0,0.0003862,78,0
336,253,0,2,0.02499,0.02545,0,0.0003862,27,0
337,253,0,2,0.02499,0.02545,0,0.0003862,150,0
338,254,0,2,0.02499,0.02545,0,0.0003862,55,0
339,256,0,2,0.02499,0.02545,0,0.0003862,107,0
340,257,0,2,0.02499,0.02545,0,0.0003862,100,0
341,257,0,2,0.02499,0.02545,0,0.0003862,103,0
342,258,0,2,0.02499,0.02545,0,0.0003862,106,0
343,259,0,2,0.02499,0.02545,0,0.0003862,15,0
344,260,0,2,0.02499,0.02545,0,0.0003862,102,0
345,260,0,2,0.02499,0.02545,0,0.0003862,36,0
346,261,0,2,0.02499,0.02545,0,0.0003862,36,0
347,261,0,2,0.02499,0.02545,0,0.0003862,35,0
348,261,0,2,0.02499,0.02545,0,0.0003862,42,0
349,262,0,2,0.02499,0.02545,0,0.0003862,101,0
350,263,0,2,0.02499,0.02545,0,0.0003862,43,0
351,264,0,2,0.02499,0.02545,0,0.0003862,20,0
352,266,0,2,0.02499,0.02545,0,0.0003862,24,0
353,267,0,2,0.02499,0.02545,0,0.0003862,96,0
354,267,0,2,0.02499,0.02545,0,0.0003862,102,0
355,269,0,2,0.02499,0.02545,0,0.0003862,100,0
356,270,0,2,0.02499,0.02545,0,0.0003862,135,0
357,270,0,2,0.02499,0.02545,0,0.0003862,101,0
358,271,0,2,0.02499,0.02545,0,0.0003862,24,0
359,271,0,2,0.02499,0.02545,0,0.0003862,131,0
360,271,0,2,0.02499,0.02545,0,0.0003862,24,0
361,272,0,2,0.02499,0.02545,0,0.0003862,47,0
362,273,0,2,0.02499,0.02545,0,0.0003862,21,0
363,274,0,2,0.02499,0.02545,0,0.0003862,101,0
364,274,0,2,0.02499,0.02545,0,0.0003862,140,0
365,274,0,2,0.02499,0.02545,0,0.0003862,34,0
366,275,0,2,0.02499,0.02545,0,0.0003862,48,0
367,276,0,2,0.02499,0.02545,0,0.0003862,69,0
368,277,0,2,0.02499,0.02545,0,0.0003862,95,0
369,280,0,2,0.02499,0.02545,0,0.0003862,103,0
370,281,0,2,0.02499,0.02545,0,0.0003862,42,0
371,282,0,2,0.02499,0.02545,0,0.0003862,69,0
372,282,0,2,0.02499,0.02545,0,0.0003862,137,0
373,283,0,2,0.02499,0.02545,0,0.0003862,37,0
374,284,0,2,0.02499,0.02545,0,0.0003862,54,0
375,285,0,2,0.02499,0.02545,0,0.0003862,62,0
376,285,0,2,0.02499,0.02545,0,0.0003862,137,0
377,285,0,2,0.02499,0.02545,0,0.0003862,43,0
378,285,0,2,0.02499,0.02545,0,0.0003862,104,0
379,286,0,2,0.02499,0.02545,0,0.0003862,57,0
380,288,0,2,0.02499,0.02545,0,0.0003862,136,0
381,288,0,2,0.02499,0.02545,0,0.0003862,19,0
382,289,0,2,0.02499,0.02545,0,0.0003862,22,0
383,289,0,2,0.02499,0.02545,0,0.0003862,28,0
384,291,0,2,0.02499,0.02545,0,0.0003862,99,0
385,291,0,2,0.02499,0.02545,0,0.0003862,38,0
386,292,0,2,0.02499,0.02545,0,0.0003862,106,0
387,293,0,2,0.02499,0.02545,0,0.0003862,92,0
388,294,0,2,0.02499,0.02545,0,0.0003862,31,0
389,294,0,2,0.02499,0.02545,0,0.0003862,46,0
390,294,0,2,0.02499,0.02545,0,0.0003862,39,0
391,295,0,2,0.02499,0.02545,0,0.0003862,22,0
392,295,0,2,0.02499,0.02545,0,0.0003862,102,0
393,295,0,2,0.02499,0.02545,0,0.0003862,25,0
394,296,0,2,0.02499,0.02545,0,0.0003862,55,0
395,296,0,2,0.02499,0.02545,0,0.0003862,61,0
396,296,0,2,0.02499,0.02545,0,0.0003862,99,0
397,297,0,2,0.02499,0.02545,0,0.0003862,106,0
398,297,0,2,0.02499,0.02545,0,0.0003862,115,0
399,298,0,2,0.02499,0.02545,0,0.0003862,49,0
400,298,0,2,0.02499,0.02545,0,0.0003862,105,0
401,299,0,2,0.02499,0.02545,0,0.0003862,108,0
402,300,0,2,0.02499,0.02545,0,0.0003862,106,0
403,300,0,2,0.02499,0.02545,0,0.0003862,144,0
404,300,0,2,0.02499,0.02545,0,0.0003862,102,0
405,303,0,2,0.02499,0.02545,0,0.0003862,33,0
406,307,0,2,0.02499,0.02545,0,0.0003862,150,0
407,307,0,2,0.02499,0.02545,0,0.0003862,109,0
408,307,0,2,0.02499,0.02545,0,0.0003862,105,0
409,307,0,2,0.02499,0.02545,0,0.0003862,136,0
410,307,0,2,0.02499,0.02545,0,0.0003862,158,0
411,307,0,2,0.02499,0.02545,0,0.0003862,78,0
412,308,0,2,0.02499,0.02545,0,0.0003862,51,0
413,309,0,2,0.02499,0.02545,0,0.0003862,22,0
414,311,0,2,0.02499,0.02545,0,0.0003862,17,0
415,311,0,2,0.02499,0.02545,0,0.0003862,25,0
416,311,0,2,0.02499,0.02545,0,0.0003862,108,0
417,312,0,2,0.02499,0.02545,0,0.0003862,20,0
418,312,0,2,0.02499,0.02545,0,0.0003862,115,0
419,313,0,2,0.02499,0.02545,0,0.0003862,155,0
420,313,0,2,0.02499,0.02545,0,0.0003862,114,0
421,314,0,2,0.02499,0.02545,0,0.0003862,114,0
422,315,0,2,0.02499,0.02545,0,0.0003862,29,0
423,315,0,2,0.02499,0.02545,0,0.0003862,105,0
424,316,0,2,0.02499,0.02545,0,0.0003862,37,0
425,316,0,2,0.02499,0.02545,0,0.0003862,22,0
426,317,0,2,0.02499,0.02545,0,0.0003862,100,0
427,317,0,2,0.02499,0.02545,0,0.0003862,147,0
428,318,0,2,0.02499,0.02545,0,0.0003862,24,0
429,319,0,2,0.02499,0.02545,0,0.0003862,30,0
430,321,0,2,0.02499,0.02545,0,0.0003862,99,0
431,321,0,2,0.02499,0.02545,0,0.0003862,27,0
432,322,0,2,0.02499,0.02545,0,0.0003862,98,0
433,322,0,2,0.02499,0.02545,0,0.0003862,135,0
434,323,0,2,0.02499,0.02545,0,0.0003862,44,0
435,324,0,2,0.02499,0.02545,0,0.0003862,151,0
436,325,0,2,0.02499,0.02545,0,0.0003862,23,0
437,326,0,2,0.02499,0.02545,0,0.0003862,84,0
438,327,0,2,0.02499,0.02545,0,0.0003862,31,0
439,327,0,2,0.02499,0.02545,0,0.0003862,29,0
440,329,0,2,0.02499,0.02545,0,0.0003862,28,0
441,329,0,2,0.02499,0.02545,0,0.0003862,101,0
442,329,0,2,0.02499,0.02545,0,0.0003862,100,0
443,331,0,2,0.02499,0.02545,0,0.0003862,96,0
444,331,0,2,0.02499,0.02545,0,0.0003862,101,0
445,334,0,2,0.02499,0.02545,0,0.0003862,42,0
446,335,0,2,0.02499,0.02545,0,0.0003862,104,0
447,335,0,2,0.02499,0.02545,0,0.0003862,95,0
448,336,0,2,0.02499,0.02545,0,0.0003862,47,0
449,336,0,2,0.02499,0.02545,0,0.0003862,106,0
450,336,0,2,0.02499,0.02545,0,0.0003862,36,0
451,337,0,2,0.02499,0.02545,0,0.0003862,29,0
452,338,0,2,0.02499,0.02545,0,0.0003862,102,0
453,338,0,2,0.02499,0.02545,0,0.0003862,77,0
454,339,0,2,0.02499,0.02545,0,0.0003862,106,0
455,341,0,2,0.02499,0.02545,0,0.0003862,34,0
456,342,0,2,0.02499,0.02545,0,0.0003862,54,0
457,342,0,2,0.02499,0.02545,0,0.0003862,29,0
458,342,0,2,0.02499,0.02545,0,0.0003862,103,0
459,342,0,2,0.02499,0.02545,0,0.0003862,99,0
460,344,0,2,0.02499,0.02545,0,0.0003862,55,0
461,344,0,2,0.02499,0.02545,0,0.0003862,105,0
462,344,0,2,0.02499,0.02545,0,0.0003862,50,0
463,344,0,2,0.02499,0.02545,0,0.0003862,117,0
464,345,0,2,0.02499,0.02545,0,0.0003862,100,0
